InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536632,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2010-12-06 23:31,4.25,15581,United Kingdom
536633,22752,SET 7 BABUSHKA NESTING BOXES,16,2011-02-25 17:01,7.65,12709,United Kingdom
536634,71053,WHITE METAL LANTERN,8,2011-01-23 01:43,3.39,14612,United Kingdom
536635,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2010-12-08 11:23,3.39,15342,United Kingdom
536636,22632,HAND WARMER RED POLKA DOT,1,2011-06-17 20:00,1.85,12337,France
536637,22752,SET 7 BABUSHKA NESTING BOXES,19,2011-01-26 01:29,7.65,17675,United Kingdom
536638,22632,HAND WARMER RED POLKA DOT,14,2011-07-19 23:25,1.85,18938,United Kingdom
536639,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-05-30 03:30,7.65,17592,United Kingdom
536640,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-11-09 20:20,2.55,15743,United Kingdom
536641,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-02-15 05:52,2.55,14568,United Kingdom
536642,71053,WHITE METAL LANTERN,6,2011-12-07 12:07,3.39,16297,United Kingdom
536643,71053,WHITE METAL LANTERN,10,2011-06-14 02:18,3.39,17618,United Kingdom
536644,22632,HAND WARMER RED POLKA DOT,7,2011-09-02 19:48,1.85,13998,United Kingdom
536645,22633,HAND WARMER UNION JACK,8,2011-02-01 01:00,1.85,16636,United Kingdom
536646,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2011-09-17 18:36,4.25,13500,United Kingdom
536647,47566,PARTY BUNTING,3,2011-08-27 20:17,4.95,16514,United Kingdom
536648,71053,WHITE METAL LANTERN,12,2010-12-18 22:33,3.39,18873,United Kingdom
536649,84406B,CREAM CUPID HEARTS COAT HANGER,19,2011-04-08 13:39,2.75,18310,United Kingdom
536650,22633,HAND WARMER UNION JACK,19,2011-09-26 17:53,1.85,14385,United Kingdom
536651,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-04-30 05:54,2.75,14363,United Kingdom
536652,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-05-03 23:36,2.75,18413,United Kingdom
536653,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-10-28 21:18,2.55,13282,United Kingdom
536654,22633,HAND WARMER UNION JACK,5,2011-09-11 19:05,1.85,17191,United Kingdom
536655,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2011-02-16 17:44,3.39,15242,United Kingdom
536656,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-10-08 16:55,3.39,15304,Germany
536657,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-09-03 13:45,3.39,12488,United Kingdom
536658,47566,PARTY BUNTING,12,2010-12-30 03:39,4.95,15561,United Kingdom
536659,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2010-12-06 05:34,3.39,15743,United Kingdom
536660,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2010-12-10 17:13,3.39,18873,United Kingdom
536661,71053,WHITE METAL LANTERN,5,2011-07-24 11:03,3.39,12189,United Kingdom
536662,22633,HAND WARMER UNION JACK,7,2011-07-31 22:27,1.85,13500,United Kingdom
536663,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-31 21:03,2.55,17134,United Kingdom
536664,22633,HAND WARMER UNION JACK,12,2011-07-14 17:50,1.85,17977,Australia
536665,47566,PARTY BUNTING,3,2011-11-07 14:31,4.95,17248,United Kingdom
536666,47566,PARTY BUNTING,12,2011-06-15 14:11,4.95,17791,United Kingdom
536667,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-04-02 14:08,2.55,18892,United Kingdom
536668,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2011-03-26 20:40,2.55,14695,United Kingdom
536669,22752,SET 7 BABUSHKA NESTING BOXES,12,2011-09-02 19:48,7.65,15474,United Kingdom
536670,71053,WHITE METAL LANTERN,9,2011-07-01 06:55,3.39,13734,Netherlands
536671,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-13 08:30,2.55,17450,United Kingdom
536672,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-12-01 12:36,3.39,13059,United Kingdom
536673,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2011-03-04 10:29,3.39,17530,United Kingdom
536674,71053,WHITE METAL LANTERN,18,2011-05-15 22:39,3.39,18051,Germany
536675,22633,HAND WARMER UNION JACK,15,2011-07-08 00:23,1.85,16636,United Kingdom
536676,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2010-12-06 05:34,3.39,16659,United Kingdom
536677,71053,WHITE METAL LANTERN,1,2011-08-24 20:32,3.39,15255,United Kingdom
536678,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2011-04-23 12:27,3.39,18545,United Kingdom
536679,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-12-19 16:29,4.25,15884,United Kingdom
536680,22633,HAND WARMER UNION JACK,15,2011-11-20 07:30,1.85,17616,United Kingdom
536681,22633,HAND WARMER UNION JACK,14,2011-07-02 18:48,1.85,17630,United Kingdom
536682,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2011-10-29 15:14,3.39,14556,United Kingdom
536683,71053,WHITE METAL LANTERN,18,2011-01-23 19:40,3.39,16891,United Kingdom
536684,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-01-23 19:40,2.55,12161,Germany
536685,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2011-07-30 10:34,3.39,12870,United Kingdom
536686,71053,WHITE METAL LANTERN,6,2011-11-04 14:45,3.39,14278,United Kingdom
536687,71053,WHITE METAL LANTERN,18,2011-08-04 16:09,3.39,16282,United Kingdom
536688,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-01-17 20:09,2.55,12161,United Kingdom
536689,47566,PARTY BUNTING,7,2011-07-24 11:03,4.95,17847,United Kingdom
536690,22632,HAND WARMER RED POLKA DOT,1,2011-10-16 04:19,1.85,15445,United Kingdom
536691,22752,SET 7 BABUSHKA NESTING BOXES,11,2011-11-01 15:00,7.65,12379,United Kingdom
536692,22632,HAND WARMER RED POLKA DOT,3,2011-07-15 11:47,1.85,16798,Germany
536693,71053,WHITE METAL LANTERN,6,2011-03-24 14:51,3.39,17463,United Kingdom
536694,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-05-19 16:21,3.39,13734,United Kingdom
536695,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-08-08 09:51,4.25,17611,United Kingdom
536696,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2011-01-07 08:59,3.39,14511,United Kingdom
536697,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2011-09-11 01:09,3.39,18287,United Kingdom
536698,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2011-03-27 14:37,3.39,12646,United Kingdom
536699,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-03-28 08:33,2.75,12804,United Kingdom
536700,71053,WHITE METAL LANTERN,2,2011-08-15 03:19,3.39,15943,United Kingdom
536701,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-03-29 02:30,4.25,15152,United Kingdom
536702,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-02-01 01:00,4.25,17759,France
536703,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-08-27 20:17,3.39,13757,United Kingdom
536704,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2010-12-07 17:27,4.25,18420,United Kingdom
536705,22633,HAND WARMER UNION JACK,10,2011-01-05 21:06,1.85,12034,United Kingdom
536706,47566,PARTY BUNTING,5,2010-12-14 10:55,4.95,13478,United Kingdom
536707,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-09-27 11:49,3.39,17592,United Kingdom
536708,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-01-05 21:06,3.39,12698,United Kingdom
536709,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-03-21 15:06,2.75,17727,United Kingdom
536710,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-11-21 01:26,2.55,13734,United Kingdom
536711,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2011-01-26 19:25,4.25,16875,United Kingdom
536712,22632,HAND WARMER RED POLKA DOT,2,2011-03-19 09:16,1.85,15219,United Kingdom
536713,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-05-29 09:34,2.75,12391,United Kingdom
536714,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-02-14 11:55,4.25,12769,United Kingdom
536715,47566,PARTY BUNTING,7,2011-05-22 16:06,4.95,18331,United Kingdom
536716,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-03-11 21:53,3.39,17977,United Kingdom
536717,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-24 11:03,2.55,13363,United Kingdom
536718,71053,WHITE METAL LANTERN,5,2011-06-15 14:11,3.39,13184,United Kingdom
536719,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-07-12 12:01,7.65,15556,United Kingdom
536720,47566,PARTY BUNTING,3,2011-06-11 02:32,4.95,17892,Sweden
536721,22752,SET 7 BABUSHKA NESTING BOXES,17,2011-07-02 00:51,7.65,15219,United Kingdom
536722,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2010-12-27 03:53,3.39,17056,United Kingdom
536723,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2011-07-20 17:21,3.39,13369,United Kingdom
536724,47566,PARTY BUNTING,16,2011-09-22 06:15,4.95,17578,United Kingdom
536725,22633,HAND WARMER UNION JACK,3,2011-06-26 19:17,1.85,12804,United Kingdom
536726,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-08-26 08:25,2.75,17248,Sweden
536727,22633,HAND WARMER UNION JACK,12,2011-02-01 01:00,1.85,13495,United Kingdom
536728,22752,SET 7 BABUSHKA NESTING BOXES,18,2011-06-21 13:42,7.65,13853,Germany
536729,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-03-23 02:58,7.65,15645,United Kingdom
536730,71053,WHITE METAL LANTERN,13,2011-06-11 02:32,3.39,18235,United Kingdom
536731,22632,HAND WARMER RED POLKA DOT,9,2011-03-25 08:48,1.85,18668,United Kingdom
536732,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2011-10-15 10:23,3.39,15510,France
536733,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-05-27 21:41,7.65,16097,United Kingdom
536734,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-07-05 18:33,2.55,12863,United Kingdom
536735,22633,HAND WARMER UNION JACK,10,2011-01-19 08:01,1.85,16493,United Kingdom
536736,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-04-01 02:15,4.25,18349,United Kingdom
536737,71053,WHITE METAL LANTERN,2,2011-06-09 14:40,3.39,17496,Spain
536738,47566,PARTY BUNTING,2,2011-07-04 06:41,4.95,14511,United Kingdom
536739,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2011-05-27 03:45,3.39,12379,France
536740,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-11-25 13:04,3.39,17051,United Kingdom
536741,22633,HAND WARMER UNION JACK,2,2011-04-08 13:39,1.85,17051,United Kingdom
536742,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2011-06-08 02:47,3.39,18938,United Kingdom
536743,71053,WHITE METAL LANTERN,19,2011-11-14 07:59,3.39,13369,United Kingdom
536744,71053,WHITE METAL LANTERN,10,2011-04-12 07:21,3.39,17892,United Kingdom
536745,22633,HAND WARMER UNION JACK,15,2011-03-21 15:06,1.85,15843,United Kingdom
536746,22632,HAND WARMER RED POLKA DOT,14,2011-06-06 14:54,1.85,12202,United Kingdom
536747,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-06-22 07:38,2.55,18390,Sweden
536748,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-03-02 22:36,3.39,16779,United Kingdom
536749,22752,SET 7 BABUSHKA NESTING BOXES,7,2011-02-24 23:05,7.65,16636,United Kingdom
536750,84406B,CREAM CUPID HEARTS COAT HANGER,7,2010-12-10 17:13,2.75,13028,United Kingdom
536751,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-04-16 01:03,4.25,18545,Australia
536752,71053,WHITE METAL LANTERN,6,2011-11-17 07:44,3.39,13021,United Kingdom
536753,47566,PARTY BUNTING,7,2011-11-19 13:33,4.95,13363,United Kingdom
536754,71053,WHITE METAL LANTERN,13,2011-11-27 18:54,3.39,13282,United Kingdom
536755,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2011-09-28 23:42,3.39,18700,United Kingdom
536756,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-06-06 14:54,3.39,12474,United Kingdom
536757,71053,WHITE METAL LANTERN,8,2011-10-22 03:50,3.39,13495,United Kingdom
536758,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-02-22 17:15,7.65,17611,Australia
536759,22632,HAND WARMER RED POLKA DOT,17,2011-03-06 16:18,1.85,14695,United Kingdom
536760,71053,WHITE METAL LANTERN,16,2011-05-30 03:30,3.39,15385,United Kingdom
536761,47566,PARTY BUNTING,8,2011-06-02 21:12,4.95,15272,United Kingdom
536762,71053,WHITE METAL LANTERN,8,2011-01-28 07:18,3.39,12709,United Kingdom
536763,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-10-31 21:03,2.55,14556,United Kingdom
536764,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-02-03 06:49,4.25,18265,United Kingdom
536765,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-03-20 21:09,2.55,17581,United Kingdom
536766,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-09-24 12:04,3.39,15304,United Kingdom
536767,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-10-26 15:29,2.75,16555,United Kingdom
536768,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2010-12-28 15:46,3.39,18265,United Kingdom
536769,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-08-03 04:16,2.55,14777,United Kingdom
536770,71053,WHITE METAL LANTERN,15,2011-07-30 10:34,3.39,15202,United Kingdom
536771,22632,HAND WARMER RED POLKA DOT,9,2011-04-21 06:38,1.85,16744,United Kingdom
536772,71053,WHITE METAL LANTERN,10,2011-08-16 15:11,3.39,13570,United Kingdom
536773,22633,HAND WARMER UNION JACK,2,2011-08-19 14:57,1.85,14327,United Kingdom
536774,71053,WHITE METAL LANTERN,11,2011-10-13 04:34,3.39,17334,United Kingdom
536775,71053,WHITE METAL LANTERN,9,2011-08-06 21:58,3.39,14690,United Kingdom
536776,47566,PARTY BUNTING,18,2011-11-15 01:55,4.95,13147,United Kingdom
536777,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2011-02-22 17:15,3.39,13986,United Kingdom
536778,22633,HAND WARMER UNION JACK,3,2011-02-27 04:54,1.85,17258,United Kingdom
536779,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2010-12-13 16:58,4.25,16389,France
536780,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2011-07-13 23:54,3.39,13570,Spain
536781,22633,HAND WARMER UNION JACK,14,2011-05-16 16:35,1.85,18278,United Kingdom
536782,22752,SET 7 BABUSHKA NESTING BOXES,11,2011-06-19 07:53,7.65,18949,United Kingdom
536783,71053,WHITE METAL LANTERN,2,2011-10-22 03:50,3.39,15385,United Kingdom
536784,71053,WHITE METAL LANTERN,15,2011-06-26 01:20,3.39,17675,United Kingdom
536785,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-02-26 10:57,3.39,15157,United Kingdom
536786,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-03-05 22:21,2.75,16859,United Kingdom
536787,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2011-03-17 21:24,3.39,12200,United Kingdom
536788,22633,HAND WARMER UNION JACK,1,2011-09-16 06:44,1.85,16931,France
536789,22633,HAND WARMER UNION JACK,3,2011-08-21 20:46,1.85,15445,Germany
536790,22632,HAND WARMER RED POLKA DOT,10,2011-01-18 14:05,1.85,13853,United Kingdom
536791,22632,HAND WARMER RED POLKA DOT,16,2011-10-10 04:48,1.85,18231,United Kingdom
536792,22752,SET 7 BABUSHKA NESTING BOXES,10,2010-12-09 05:20,7.65,16297,United Kingdom
536793,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-10-22 21:47,2.55,15444,United Kingdom
536794,22632,HAND WARMER RED POLKA DOT,11,2011-01-21 13:51,1.85,14160,Germany
536795,22633,HAND WARMER UNION JACK,19,2011-02-21 05:23,1.85,18863,United Kingdom
536796,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-03-25 08:48,3.39,17311,United Kingdom
536797,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-06-12 14:25,3.39,17592,United Kingdom
536798,22632,HAND WARMER RED POLKA DOT,13,2011-01-22 07:47,1.85,14391,United Kingdom
536799,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2011-08-08 09:51,3.39,17226,United Kingdom
536800,47566,PARTY BUNTING,4,2011-03-28 08:33,4.95,17172,United Kingdom
536801,71053,WHITE METAL LANTERN,19,2011-09-27 11:49,3.39,12870,United Kingdom
536802,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-02-19 17:30,2.55,17068,United Kingdom
536803,47566,PARTY BUNTING,6,2011-04-22 18:31,4.95,17463,United Kingdom
536804,84406B,CREAM CUPID HEARTS COAT HANGER,16,2011-04-16 01:03,2.75,18628,United Kingdom
536805,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-02-22 17:15,2.55,14731,United Kingdom
536806,22632,HAND WARMER RED POLKA DOT,13,2011-06-12 14:25,1.85,16488,United Kingdom
536807,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2011-04-27 06:09,3.39,18975,United Kingdom
536808,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-12-09 00:00,4.25,16297,United Kingdom
536809,47566,PARTY BUNTING,18,2011-02-22 17:15,4.95,17535,United Kingdom
536810,22752,SET 7 BABUSHKA NESTING BOXES,13,2011-08-30 02:06,7.65,17450,United Kingdom
536811,84406B,CREAM CUPID HEARTS COAT HANGER,19,2011-12-08 06:03,2.75,13082,United Kingdom
536812,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-04-22 18:31,3.39,15202,United Kingdom
536813,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-03-04 10:29,3.39,12775,United Kingdom
536814,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-02-13 00:02,4.25,16474,United Kingdom
536815,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-08-29 08:10,7.65,13722,United Kingdom
536816,22632,HAND WARMER RED POLKA DOT,4,2011-08-29 08:10,1.85,13282,United Kingdom
536817,47566,PARTY BUNTING,7,2011-06-20 01:49,4.95,17134,United Kingdom
536818,22633,HAND WARMER UNION JACK,10,2011-05-11 11:00,1.85,13722,United Kingdom
536819,22752,SET 7 BABUSHKA NESTING BOXES,12,2011-02-01 01:00,7.65,15304,United Kingdom
536820,71053,WHITE METAL LANTERN,11,2011-10-07 22:59,3.39,17611,United Kingdom
536821,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-03-29 20:26,4.25,16514,United Kingdom
536822,22633,HAND WARMER UNION JACK,11,2011-10-19 04:05,1.85,14773,United Kingdom
536823,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-09-13 06:58,4.25,15840,United Kingdom
536824,22632,HAND WARMER RED POLKA DOT,5,2011-03-08 04:11,1.85,17611,United Kingdom
536825,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-04-25 18:16,4.25,16488,United Kingdom
536826,47566,PARTY BUNTING,7,2011-01-29 19:11,4.95,18545,United Kingdom
536827,22633,HAND WARMER UNION JACK,2,2011-04-05 13:53,1.85,16555,United Kingdom
536828,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-12-04 12:21,4.25,12130,United Kingdom
536829,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-12-03 23:45,7.65,13363,United Kingdom
536830,71053,WHITE METAL LANTERN,16,2011-02-11 12:10,3.39,14435,United Kingdom
536831,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-12-05 06:18,2.75,18545,United Kingdom
536832,22633,HAND WARMER UNION JACK,6,2011-04-22 18:31,1.85,14363,United Kingdom
536833,84406B,CREAM CUPID HEARTS COAT HANGER,17,2010-12-15 04:51,2.75,16843,United Kingdom
536834,47566,PARTY BUNTING,4,2011-05-22 16:06,4.95,12709,United Kingdom
536835,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2011-06-20 01:49,3.39,12709,United Kingdom
536836,22632,HAND WARMER RED POLKA DOT,8,2011-09-02 01:52,1.85,12600,United Kingdom
536837,71053,WHITE METAL LANTERN,3,2011-12-09 00:00,3.39,16658,United Kingdom
536838,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-02-04 18:42,2.75,14790,United Kingdom
536839,71053,WHITE METAL LANTERN,11,2011-06-18 13:56,3.39,13981,Australia
536840,47566,PARTY BUNTING,8,2011-02-01 18:56,4.95,13959,United Kingdom
536841,22633,HAND WARMER UNION JACK,9,2011-05-27 03:45,1.85,18975,United Kingdom
536842,22633,HAND WARMER UNION JACK,18,2011-11-04 14:45,1.85,14734,United Kingdom
536843,71053,WHITE METAL LANTERN,7,2011-08-28 14:14,3.39,17535,France
536844,22633,HAND WARMER UNION JACK,6,2010-12-06 05:34,1.85,17353,United Kingdom
536845,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2011-11-22 13:19,3.39,18360,United Kingdom
536846,22752,SET 7 BABUSHKA NESTING BOXES,14,2011-03-12 15:49,7.65,18363,Germany
536847,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2011-09-06 13:30,4.25,16474,United Kingdom
536848,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2011-02-14 11:55,3.39,12206,United Kingdom
536849,47566,PARTY BUNTING,5,2011-04-25 18:16,4.95,17051,United Kingdom
536850,22632,HAND WARMER RED POLKA DOT,2,2011-03-09 16:03,1.85,15840,United Kingdom
536851,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-10-16 04:19,2.75,15099,United Kingdom
536852,22632,HAND WARMER RED POLKA DOT,11,2011-11-16 13:48,1.85,13282,United Kingdom
536853,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-06-25 07:24,2.75,18546,United Kingdom
536854,22633,HAND WARMER UNION JACK,1,2010-12-30 21:35,1.85,17134,United Kingdom
536855,84406B,CREAM CUPID HEARTS COAT HANGER,15,2011-04-10 19:28,2.75,13955,United Kingdom
536856,22752,SET 7 BABUSHKA NESTING BOXES,17,2011-06-20 19:46,7.65,16859,United Kingdom
536857,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-10-08 16:55,2.75,17864,United Kingdom
536858,71053,WHITE METAL LANTERN,3,2011-10-12 10:37,3.39,12854,United Kingdom
536859,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-11-06 02:38,7.65,14773,United Kingdom
536860,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-07-14 17:50,4.25,17191,Germany
536861,22752,SET 7 BABUSHKA NESTING BOXES,15,2011-07-22 05:14,7.65,14693,United Kingdom
536862,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2011-09-25 23:57,3.39,15645,France
536863,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-05-06 05:26,4.25,17757,United Kingdom
536864,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-09-30 11:35,2.75,15099,United Kingdom
